book,div_id,div_sort,div_txt,title_txt
atb-book-of-remembrances,div-093,93,"My Soul's Wish. Oh, had I of his love but part, That chosen was by God's own heart, That princely prophet, David, he, Whom in the word of truth I see, The king of heaven so dearly loved As mercy beyond measure proved; Then, should I neither giant fear, Nor lion that my soul would tear; Nor as the Philistines, nor such friends As never were true Christians' friends. No passions should my spirit vex, Nor sorrow so my mind perplex, But I should still all glory give Unto my God by whom I live, And to the glory of his name, Throughout the world divulge the same: My walk should be but in his ways; My talk but only in his praise; My life, a death but in his love; My death, a life for him to prove; My care to keep a conscience clean; My will from wicked thoughts to wean; My pain and pleasure, travail, ease, My God thus in all things to please. Nor earth, nor heaven should me move, But still my Lord should be my love: If I am sick, he were my health; If I am poor, he were my wealth; If I am weak, he is my strength; If dead, he is my life at length; If scorn'd, he only is my grace; If banished, he my resting-place; If wronged, he only is my right; If sad, he were my soul's delight: In sum, and all, all-only he, Should be all, above all to me. His hand should wipe away my tears; His favour free me from all fears; His mercy pardon all my sin; His grace, my life anew begin; His love, my light to heav'n should be; His glory this to comfort me. And as 'tis writ such honour shall Even unto all his saints befall.",My Soul's Wish.
atb-book-of-remembrances,div-093.1,94,"Judge not that field, because it's stubble, Nor her that's poor and full of trouble; Though t'one look bare, t'other thin, Judge not: their treasure lies within.",
atb-book-of-remembrances,div-094,95,"A Prayer O Lord God of our salvation, who for our sakes wert wounded and didst die to redeem our souls from hell, and wast pleased to lie in the grave that our sins might be buried by thee by an act of oblivion. But thou, alone of all that ever died, were free amongst the dead to show thy sovereignty over all and of thine own power didst arise again with victory and triumph. O powerful, omnipotent Lord God, regard, I humbly beseech thee, the pourings out of a weak, frail, despised handmaid of thine: have mercy upon thy poor servant whom thou hast made and preserved by thy power and might, hitherto. Lo, thine indignation lieth hard upon me, and thou hast vexed me with all thy storms, thy hand presseth me sore. My soul is full of trouble by reason of my sins and my life draweth nigh unto the grave; my body in distress; my soul under sadder calamities by the withdrawing of thy presence. Hide not thou thy heavenly face from me, O Lord, unless to make me seek thee with more ardour and zeal. Oh, restore me to thy favour again, and now I am brought into a forlorn and widowed condition, give me, O Lord, a double proportion of thy spirit to be my illumination and a guide in this my saddest pilgrimage: thy word, a lantern to my paths and a light unto my ways that I tread not the steps of death; let me not go down into the dark, nor my life into the place where all things are forgotten. Though thou hast pleased to afflict me sore, in being deprived of the dear comfort of my dear husband, make me return thanks for so long enjoyment of him, and for those eminent gifts and graces which thou in a plentiful measure had endowed him withal: to thee be the honour given due unto thy name. And, O Lord, give me power and strength to imitate his virtues being called to thy service in our youths; give me grace to take up thy cross daily and follow thee (being meek and lowly in spirit, submissive with a true and catholic resignation to all thy wise dispensations seem they to cross my perverse will never so much); give me patience throughout, in all the course of my life, true wisdom, faith, hope and charity. Let me not lack, O Lord, anything which may adorn my soul in thy sight and making it lovely in sight of my redeemer, who purchased it with his blood. Write upon the tables of my heart, 'holiness unto the Lord': give me grace to continue a pure mind, in a pure body, cleansed by thy precious blood. And, if it be thy good pleasure to continue me yet a while longer to do thee service here, give me my life for a prey who had deserved to have had suffered death long 'ere this but, by thy goodness and bounty, I am yet remaining. Oh, let me beg it, without offence to thy majesty, that I might be in a more prepared condition for the sweet bridegroom of my soul. And, in the interim, let me show forth the loving kindness of the Lord amongst the redeemed ones in the land of the living: for the living, the living he shall praise thee, and confess thy holiness and the mercies of thy holy name. Oh, hide not thy face from me any more, but give me sufficient sustentation and support to enable me with fortitude and patience to endure thy fatherly chastisements, that thou mayest have the glory of all and I, to reap benefit of thy rod, to be amended thereby and to walk in better obedience. Give me also, I pray thee, O my God, a healthy temper of body to be the better enabled to do my duty thou hast called me unto as a careful and faithful mother of this family and serve thee with zeal and a constant, regular devotion. Restore and preserve me in the life of righteousness, sobriety and chastity in my words and actions, blessing me and mine with happy opportunities of doing thee that service that we are capable of in this life: that I may redeem the time past and, by thy grace, may grow rich in good works, always abounding in the work of the Lord, that when thou shalt demand my soul to be rendered up into thy hands, my soul may not be abhorred of thee, nor suffer thy terrors, but may feel an eternity of blessings in the resurrection of the just. And this I most humbly beg with the sanctification of thy most Holy Spirit, and heartily crave at thy most gracious hand with all things in order to eternity, both for our souls and bodies, even for the Lord, Christ Jesus, his sake, the righteous. To whom with the Holy Spirit, the eternal and glorious Father, incomprehensible and ever blessed Trinity be ascribed all honour, glory, power, might, majesty, thanksgiving, praise, adoration and dominion by all things in heaven and earth, of men and angels, both now and to all eternity for evermore. Amen.",A Prayer
atb-book-of-remembrances,div-095,96,"The Index of this Book The Age of Alice Wandesford The Dedication Observables Prayer Preface Her Weakness in the Measles Her Having the Smallpox in Kent Meditations on Psalm 147:4 Deliverance from Fire in London, 1632 Her Passage into Ireland, 1632 Deliverance from Fire in Dublin A Second Meditation, about 12 Years Old Deliverance in a Storm at Sea, 1639 The Death of the Lord Deputy Wandesford The Deliverance from the Irish Rebellion Her Having the Smallpox at Chester A Deliverance from a Sickness at Richmond The Lady Danby Died, 1645 Mr Edmund Norton Died, 1648 King Charles the Blessed, 1648 Sir Edward Osborne Died George Wandesford, Esquire, Died, 1651 Mrs Mary Norton Married, 1651 Sir Christopher Wandesford Married, 1651 Alice Thornton Married, 1651 She Began Her First Sickness Alice Thornton, the Daughter, Birth, 1653 Elizabeth Thornton's Birth, 1654 Mrs Elizabeth Gates Died, 1655 Mr Geoffrey Gates Died, 1655 Mr Richard Thornton Died, 1656 Katherine Thornton Birth, 1656 Elizabeth Thornton Died, 1656 My Deliverance from a Fall, 1657 The Birth of My First Son, 1657 The Death of the Lady Wandesford, 1659 William Thornton's Birth, 1660 His Death Meditations My Dangerous Sickness, 1661, when I was Preserved from the Temptation of Satan to Despair My Prayers and Meditations thereupon, on St Matthew 11: 27-28 et cetera The Recovery of My Health Mr Thornton's Preservation and Mine Considerations thereupon A Deliverance from Grief on Nettleton's Bailiffs Coming A Deep Apprehension of My Change, being with Child of My Seventh The Satisfaction of My Soul after the receiving the Holy Sacrament First at Newton by Dr Samways A Satisfaction by the Settlement of Mr Covill for Leysthorpe My Son Robert Thornton's Birth, September 19, 1662 A Most Dangerous Flux on Me after His Birth Prayers and Meditations thereon My Son Robert's Baptism A Prayer and Thanksgiving for this Blessing A Thanksgiving for Mr Thornton's Deliverance from a Flood of Waters in His Return from London The Birth of Joyce Thornton and Her Baptism A Prayer and Thanksgiving for this Deliverance Mr Thornton's Dangerous Sickness at Stearsby and His Preservation from Death With My Own Desperate, Weak Condition upon Grief for Him Prayers and Confessions, with a Return of Thanks after Our Recoveries Meditations upon My Joyce, Her Sickness Joyce Thornton, Her Death A Deliverance of My Daughter, Alice Thornton, from a Surfeit of Eating Turbot A Great Deliverance from a Miscarriage The Great Fire in London Kate Thornton Fell Ill of the Smallpox The Death of Mr John Wandesford The Death of Mr William Norton The Falling Ill of Robin Thornton into the Smallpox A Meditation thereon My Daughter, Alice, Her Falling into the Smallpox With a Preservation from Choking in her Sleep John Denton Fell Ill of the Smallpox My Daughter, Kate, was Preserved from Choking with a Pin and from a Desperate Fall The Murder of My Nephew, Mr Thomas Danby My Great Deliverance of My Ninth Child, 1668 Meditations thereupon And Nally's Illness that Night Christopher Thornton Baptised His Death Meditations thereon My Weakness upon the Death of My Child Upon Mr Thornton's Illness My Sad Condition on the Occasion of a Slander Observations thereon, with Prayers and Meditations A Deliverance of My Son, Robert Thornton Prayers for Him My Second Relapse by Grief when My Aunt Norton was at Newton about the Malice of My Enemies, Unjustly My Prayers and Meditations for Deliverance from these A Description of Mr Thornton's Falling Ill at Malton and in how Weak a Condition I was when He Left Me My Hopes of His Recovery from Dr Wittie's Encouragement Of the Continuance of My Dear Husband's Weakness notwithstanding All Helps The Death of My Dear and Honoured Husband My Exceeding Sorrow and Weak Estate of Body and Spirit upon His Death My Sad and Bitter Complaints, Meditations Prayers and Petitions upon this Most Sad Dispensation A Discourse of Mr Thornton's Comfortable Expressions to Mr Sinclair before His Last Illness A Description of Mr Thornton's Last Sickness and Several Passages in the Same Of His Burial 'Upon the Fears of Death', in Verse, A.T. 'An Inducement to Love Heaven', in Verse, A.T. 'A Farewell to the Pleasures of the World', in Verse 'My Soul's Wish for God' A Widow's Prayer and Petitions to God",
atb-book-of-remembrances,div-096,97,"Remember to Insert Some Remarks Forgotten in this First Book Videlicet: The great fall I had at Kirklington when I was three years old in following Sarah, my maid, when she had my brother, Christopher, in her arms. I fell upon the corner of the hearthstone in the passage chamber going into my dear mother's chamber. The wound so deep that my mother saw the skin of the brain when the skull was broken and had gone nigh to have killed me. But ever blessed be the name of my gracious and powerful God, who did not cut my life short in this moment, being but a little betwixt me and death. Oh, that I might live to praise the Lord most high and profitable to my own soul. Amen. The Lord gave me a dream before the death of my dear and honoured father to warn me of his loss. And he did foretell the sorrows and sad times coming on these kingdoms to my dear mother and myself. My dear mother had a terrible dream of the day of judgement in 1639. She had one also not long before my Lord of Strafford and the holy king suffered, which she told me often of, and before the Scotch rebellion and that of Ireland most dreadful to her. She did see in the north window, in her chamber, the sky broke out and opened with a dreadful noise, and like guns and swords to war. When followed an infinite number of people, like common people and meaner sort, with raw-boned faces like Scots and Irish and English, all in a great confusion and hurry, as if running with arms and a posture of fighting and other instruments of war. These came before with loud clamours and shouts and noise. Then, a little distance after, came my Lord of Strafford, the Lord Lieutenant of Ireland, in mourning habit and, most sad and pensive, walked at a space by himself first, and then appeared as without a head. After him, the Bishop of Canterbury so also. After my Lord, at a good pretty distance, appeared the perfect person of the good King Charles I with the crown on his head but, being pursued, he looked back in a dread fright going fast on before. And having his sword drawn in one hand and the other arm he held over the young Prince Charles in defending and preserving him from the multitude, and this in a great concern. And seemed to fly and, having his robes and crown on his head, then pursued an infinite, innumerable company and multitude of all sorts of men, and in so terrible and dreadful a manner that it affrighted my dear mother very much, and in pursuance of the king to take him. All the while of this appearance, loud noise and shouts and rude tumults in great horror with arms and guns. And all the while this appeared (which was so distinct and perfect that she did believe she really saw the real sight) the sky was so clear and at noontime of day which lasted about an hour or more to her very great fear and affrightment. Within a little while, my father came up into the chamber to see her. When she, being extremely troubled, told him this thing, he heard her with patience. And when she asked him what he thought of this great sight, he would not show to her his trouble, but said dreams was not to be believed but bid her refer all to the divine providence. Yet he was observed to be very sad. And after, and before this, said that there was a dreadful cloud hung over these churches and nations which she would live to see. But, as for his part, he did believe he should not live to see them, but most Christian-like begged of God to prevent and hinder those calamities to fall on the church and kingdoms, and prayed heartily for our good king, said that 'pride and fullness of bread would be the fall of the church and state if God prevented not', with many other like prophetical sayings, several times, with much trouble and sorrow still begging to God to divert his judgement. And on his death bed did sadly bemoan and pity me in particular, saying with a sigh, 'Ah, poor child, what miseries must thou live to see?' And with a groan, turned him about, which pity of my dear father and his earnest look did never go out of my [heart] . But the effects I have found of his foreseeing predictions on both church, state, families and persons most dear to this holy, wise and good Christian. I had a very significant dream in 1645, immediately before my dear sister Danby died. I did see her laid on the childbed, all in white and as if she were asleep: coming to her, looked within the curtains, but she appeared to me to be dead at which I cried out, being much affrighted, and said she was really dead. And there I awaked in grief. Within a little space, she fell into labour of Frank, her 19th child, and sent for my mother and myself to Hipswell. I, going to her, did find her laid on a couch like to my dream which did amaze me. Yet, she lived to bring forth that son in infinite extremity and quite different from all the other (the child coming double, with his buttocks all the way) and so exquisite torments to that poor soul, which was not at all like as in her other childbed, getting no sleep at all for 12 nights. But, one day when Aunt Norton was there, she fell into a slumber a little while, then started out of it. And told my aunt, 'I have had the strangest dream that ever I had. I dreamt that a man came into the room with all things for mournings and laid them on the ground. And B. W. habits and sleeves, et cetera', I said. She asked what that meant. The man that brought the mournings, said that, when such things appeared in a child wife's chamber, it was a sign that that woman that laid since should die. Then my sister said, 'Is not this an odd dream?' My aunt Norton said to her that dreams was but fables not to believed. Then my sister replied, 'God's will be done'. She desired to die and be with Christ, which was best of all: which within a month's space she died, having suffered many sorrows and troubles through which I hope she entered into the kingdom of God. Amen. I had a sad dream half a year before my brother, George Wandesford, was lost. That he was going over this river and that it did rise then when he was in it, which so overcame him that he could make no help for himself and so was drowned in it. This dream did trouble me much and I waked in grief but, seeing it but a dream, I prayed it might never come to pass and fell asleep again. And dreamt the second time the same, which wakened me in much grief and fear, falling into a great sorrow and trembling until the morning. And then I was in trouble when my dear brother, George, came into the chamber and asked me what made me weep so sore. I answered it was for him. 'Why', said he, 'sister dost thou weep for me?' I said because he was so venturous to go over that dangerous river Swale and that I feared he might be lost in it. And begged of him, for God's sake, that he would not presume to go so when it was high, for I feared him much that a flood should destroy him; for I had had a dreadful dream that night concerning it and told him all the circumstances of it. At which he gave a sigh and said, for my sake, he would not venture again but have a care of himself, and gave me his hand he would not go over it again when it was high, which pleased me to hear this resolution. Nor did he ever until that day of his death go that way after, and then was compelled to it by reason of shortness of time. It was on Easter Monday, when he came from Mr Darcy's (Henry): he, having the Easter Day, by God's mercy, been prepared to receive the Holy Sacrament and to my great joy did take it with my dear mother and myself and my brother, Christopher. One thing must not be forgotten. That there had been a great falling out betwixt George Wandesford and Christopher Wandesford, my brothers, about the menservants, that made debate amongst them so that they would not have received that holy feast. But it pleased God to give me that blessing that I did use all my utmost endeavours to reconcile them by all Christian persuasion, which I humbly praise God for I did at that time. And they were in perfect charity each to other and did both receive very reverently on Easter Day in Hipswell Chapel with my dear mother and myself. But, in the afternoon, my brother George Wandesford did go to see Mr Henry Darcy and, finding him not at home, entertained himself with old mother Darcy. And he took a Bible and read a chapter to her, and did make such an admirable exposition on it that she protested she did never hear the like. At which she admired, and said, 'Sir, I ever took you to be a fine gentleman and well-bred, but I did not think you had been so good a scholar and a divine'. At which my dear brother answered with a deep sigh, and said, 'Ah, Mrs Darcy, I have had the best advantage of a religious education and piety by my dear parents as any man living, and has understood my duty to God, et cetera, but God knows such has been my troubles and vexations of the world, and the madness of my enemies against me that I have not followed what I should but been extravagant more than I would. But, if it please God to bless me with life, you shall see me become a new man by his grace, and I will set myself to do glory to God and good in my country. The Lord forgive me what is past, and I will forsake what is amiss', which words, she said, proceeded with great earnestness and was a great joy to her to hear them. But the Lord was not pleased to grant him a long life but to take him away in these good designs. And what he wanted in power, God accepted in the will in him. He laid that night there and the next morning came to Hipswell about nine o'clock, and at that time found me in a most sad circumstance. I had been combing my head and, on a sudden, there was a most grievous pain struck into my sinews of my neck, which was so intolerable that I could not hold my tongue from crying out nor to hold my neck straight (it being so much contracted in the main sinews) but was tormented for an hour together. At which time, my brother came into the chamber and, kneeling down very reverently, asked blessing. Then came to me in a fright, asked me what ailed me to cry so grievously out. 'Oh', said I, 'dear brother, I am in greater torment than I could express'. All did amaze at this but thought it to be cold and he had pity on me, Lord God, help me, dear heart. And said he was in great haste to write to London to Mr Richard Darley to thank him for clearing his sequestration and the post would be gone. Asked if my mother would write. She said that I was so gravely ill she could not leave me but do it afterwards. So, he did again kneel down and ask blessing. She said, 'Son, you asked blessing but another you came in'. He said that he could not have too much of her prayers for him, and so reverently bid her good morrow and me farewell. And took horse to go to Richmond . A Grateful Remembrance of what God Did for Me in Deliverance from a Miscarriage by a Fright and Sorrow for Nettleton's Bailiffs Distraining All I had, which was Delivered by a Deed in June 1661 It was my dear husband's misfortune to enter upon the assignment of Mr Norton of the Irish estate of my dear father, by the advice of his uncle Darley, as that he might have had more power to have all my mother's dues out of Ireland. For 19 years she lived after my father's death of £360 a year, but he did not demand it for her. But he did engage for my father's debts by the mitigation of some who did it to clear themselves. And by that means did involve his own estate to secure them which did prove fatal to ours. And though Sir John Lowther did offer my dear mother, in my hearing, to give her for my brother, Christopher, £1500 for her interest in Ireland. But my uncle Richard Darley would not let her accept of this motion. But said that he might have all her arrears, which came to the sum of £7000. But though she did make a deed of trust to trustees to me for my sake, and gave me all of it (except £130l due to my Lord Danby for a debt of my brother George Wandesford's wardship, which my uncle Osborne paid for him, that Sir Christopher Wandesford would not pay it until he was forced by suit, for which I was called on by my Lord Danby to give testimony). But as to my dear husband, he had entered into a statute to Mr Nettleton of £1000 to pay a debt of my father's which was but £500l a first but, being above 20 years due, did come to £1000. Which sum my dear husband did pay Nettleton all but £100l- which he was in dispute with him: for he had received it but would not give up his bond and statute without the payment of it. But I was so terrified at a suit that I told my dear husband it was best to borrow and pay it that we might get quit of him. But my dear husband would not, but said that he demanded it falsely and would not pay it. I said I had a friend that would lend him — meaning that my mother had given it me — but he would not do it: Mr Thornton was to go to London about it to quit him. And when we was new come to our house at Newton to live, he went to London about it and left me big with child of my seventh child (my son, Robert Thornton). And he went away before we were settled, though I had brought all my dear mother's goods to furnish the house before I came into it. Nor had the neighbours come to welcome us into our house, as is the custom of the country, before Mr Thornton went, though they did do it to me in his absence and was very kind to me. But, when he was gone to London, one day in the morning, I fell into a dream, being alone in bed, that Mr Nettleton's bailiff was come to distrain all my goods for that debt and put me into a great fright. When I wakened and that my maid, Jane Flower, came into my chamber and to bedside, asked me if I was awake, I asked her to tell me truly, whether was Nettleton's bailiffs come. She, being in a wonder, asked who had been here. I said none, for she locked me in. At last, she said they was there, but prayed me not to be frighted for they was civil. I said, 'Sir Wandesford should pay it'. But they would not go without the money; so it was much grief to me, though I had been lost if I had not had the dream beforehand. I bless the Lord, my God, for my delivery from death and miscarriage of my dear child. But I, by providence, had received £100l of my portion that week, and had that £58l was my dear mother's that I had in the house, which I paid to them and so they got £158l of me that time, which by God's mercy did stop their mouths and I was delivered from death then, though I was brought very low. Thus, did the great and gracious Father of mercies deliver me by giving me warning by a dream, which did prevent my greater destruction. Therefore, will I bless and praise the name of God forever, who watched over me in my sleep to keep me from that ruin. And I will praise the Lord for evermore. Amen. The great deliverance I had from a rape by Captain Innes, a Scot, who did swear to ravish me from my dear mother's ground when I had gone to cows with her maids. But that his own servant, that I cured of a wound, did discover it to me and I was saved. Blessed be my God for evermore. Amen. My great deliverance from being stolen away out of my mother's pasture, which was laid wait for me by Mr Jeremy Smithson when I was at Hipswell and I would not endure his suit by his friends. He had laid wait to have catched me from my mother's pasture when I went to cows. But by a poor man's means, Thomas Binks, he did pray me not to go out of the house; for that man had sworn to lay wait to have catched me by some others and to have forced me to marry me or destroy me. But the Lord have mercy on me and delivered me out of the devil's temptation. I will glorify the name of God for evermore. Amen.",Remember to Insert Some Remarks Forgotten in this First Book
atb-book-of-remembrances,div-097,98,"Videlicet: The great fall I had at Kirklington when I was three years old in following Sarah, my maid, when she had my brother, Christopher, in her arms. I fell upon the corner of the hearthstone in the passage chamber going into my dear mother's chamber. The wound so deep that my mother saw the skin of the brain when the skull was broken and had gone nigh to have killed me. But ever blessed be the name of my gracious and powerful God, who did not cut my life short in this moment, being but a little betwixt me and death. Oh, that I might live to praise the Lord most high and profitable to my own soul. Amen.",
atb-book-of-remembrances,div-098,99,The Lord gave me a dream before the death of my dear and honoured father to warn me of his loss. And he did foretell the sorrows and sad times coming on these kingdoms to my dear mother and myself.,
atb-book-of-remembrances,div-099,100,"My dear mother had a terrible dream of the day of judgement in 1639. She had one also not long before my Lord of Strafford and the holy king suffered, which she told me often of, and before the Scotch rebellion and that of Ireland most dreadful to her. She did see in the north window, in her chamber, the sky broke out and opened with a dreadful noise, and like guns and swords to war. When followed an infinite number of people, like common people and meaner sort, with raw-boned faces like Scots and Irish and English, all in a great confusion and hurry, as if running with arms and a posture of fighting and other instruments of war. These came before with loud clamours and shouts and noise. Then, a little distance after, came my Lord of Strafford, the Lord Lieutenant of Ireland, in mourning habit and, most sad and pensive, walked at a space by himself first, and then appeared as without a head. After him, the Bishop of Canterbury so also. After my Lord, at a good pretty distance, appeared the perfect person of the good King Charles I with the crown on his head but, being pursued, he looked back in a dread fright going fast on before. And having his sword drawn in one hand and the other arm he held over the young Prince Charles in defending and preserving him from the multitude, and this in a great concern. And seemed to fly and, having his robes and crown on his head, then pursued an infinite, innumerable company and multitude of all sorts of men, and in so terrible and dreadful a manner that it affrighted my dear mother very much, and in pursuance of the king to take him. All the while of this appearance, loud noise and shouts and rude tumults in great horror with arms and guns. And all the while this appeared (which was so distinct and perfect that she did believe she really saw the real sight) the sky was so clear and at noontime of day which lasted about an hour or more to her very great fear and affrightment. Within a little while, my father came up into the chamber to see her. When she, being extremely troubled, told him this thing, he heard her with patience. And when she asked him what he thought of this great sight, he would not show to her his trouble, but said dreams was not to be believed but bid her refer all to the divine providence. Yet he was observed to be very sad. And after, and before this, said that there was a dreadful cloud hung over these churches and nations which she would live to see. But, as for his part, he did believe he should not live to see them, but most Christian-like begged of God to prevent and hinder those calamities to fall on the church and kingdoms, and prayed heartily for our good king, said that 'pride and fullness of bread would be the fall of the church and state if God prevented not', with many other like prophetical sayings, several times, with much trouble and sorrow still begging to God to divert his judgement. And on his death bed did sadly bemoan and pity me in particular, saying with a sigh, 'Ah, poor child, what miseries must thou live to see?' And with a groan, turned him about, which pity of my dear father and his earnest look did never go out of my [heart] . But the effects I have found of his foreseeing predictions on both church, state, families and persons most dear to this holy, wise and good Christian.",
atb-book-of-remembrances,div-100,101,"I had a very significant dream in 1645, immediately before my dear sister Danby died. I did see her laid on the childbed, all in white and as if she were asleep: coming to her, looked within the curtains, but she appeared to me to be dead at which I cried out, being much affrighted, and said she was really dead. And there I awaked in grief. Within a little space, she fell into labour of Frank, her 19th child, and sent for my mother and myself to Hipswell. I, going to her, did find her laid on a couch like to my dream which did amaze me. Yet, she lived to bring forth that son in infinite extremity and quite different from all the other (the child coming double, with his buttocks all the way) and so exquisite torments to that poor soul, which was not at all like as in her other childbed, getting no sleep at all for 12 nights. But, one day when Aunt Norton was there, she fell into a slumber a little while, then started out of it. And told my aunt, 'I have had the strangest dream that ever I had. I dreamt that a man came into the room with all things for mournings and laid them on the ground. And B. W. habits and sleeves, et cetera', I said. She asked what that meant. The man that brought the mournings, said that, when such things appeared in a child wife's chamber, it was a sign that that woman that laid since should die. Then my sister said, 'Is not this an odd dream?' My aunt Norton said to her that dreams was but fables not to believed. Then my sister replied, 'God's will be done'. She desired to die and be with Christ, which was best of all: which within a month's space she died, having suffered many sorrows and troubles through which I hope she entered into the kingdom of God. Amen.",
atb-book-of-remembrances,div-101,102,"I had a sad dream half a year before my brother, George Wandesford, was lost. That he was going over this river and that it did rise then when he was in it, which so overcame him that he could make no help for himself and so was drowned in it. This dream did trouble me much and I waked in grief but, seeing it but a dream, I prayed it might never come to pass and fell asleep again. And dreamt the second time the same, which wakened me in much grief and fear, falling into a great sorrow and trembling until the morning. And then I was in trouble when my dear brother, George, came into the chamber and asked me what made me weep so sore. I answered it was for him. 'Why', said he, 'sister dost thou weep for me?' I said because he was so venturous to go over that dangerous river Swale and that I feared he might be lost in it. And begged of him, for God's sake, that he would not presume to go so when it was high, for I feared him much that a flood should destroy him; for I had had a dreadful dream that night concerning it and told him all the circumstances of it. At which he gave a sigh and said, for my sake, he would not venture again but have a care of himself, and gave me his hand he would not go over it again when it was high, which pleased me to hear this resolution. Nor did he ever until that day of his death go that way after, and then was compelled to it by reason of shortness of time. It was on Easter Monday, when he came from Mr Darcy's (Henry): he, having the Easter Day, by God's mercy, been prepared to receive the Holy Sacrament and to my great joy did take it with my dear mother and myself and my brother, Christopher. One thing must not be forgotten. That there had been a great falling out betwixt George Wandesford and Christopher Wandesford, my brothers, about the menservants, that made debate amongst them so that they would not have received that holy feast. But it pleased God to give me that blessing that I did use all my utmost endeavours to reconcile them by all Christian persuasion, which I humbly praise God for I did at that time. And they were in perfect charity each to other and did both receive very reverently on Easter Day in Hipswell Chapel with my dear mother and myself. But, in the afternoon, my brother George Wandesford did go to see Mr Henry Darcy and, finding him not at home, entertained himself with old mother Darcy. And he took a Bible and read a chapter to her, and did make such an admirable exposition on it that she protested she did never hear the like. At which she admired, and said, 'Sir, I ever took you to be a fine gentleman and well-bred, but I did not think you had been so good a scholar and a divine'. At which my dear brother answered with a deep sigh, and said, 'Ah, Mrs Darcy, I have had the best advantage of a religious education and piety by my dear parents as any man living, and has understood my duty to God, et cetera, but God knows such has been my troubles and vexations of the world, and the madness of my enemies against me that I have not followed what I should but been extravagant more than I would. But, if it please God to bless me with life, you shall see me become a new man by his grace, and I will set myself to do glory to God and good in my country. The Lord forgive me what is past, and I will forsake what is amiss', which words, she said, proceeded with great earnestness and was a great joy to her to hear them. But the Lord was not pleased to grant him a long life but to take him away in these good designs. And what he wanted in power, God accepted in the will in him. He laid that night there and the next morning came to Hipswell about nine o'clock, and at that time found me in a most sad circumstance. I had been combing my head and, on a sudden, there was a most grievous pain struck into my sinews of my neck, which was so intolerable that I could not hold my tongue from crying out nor to hold my neck straight (it being so much contracted in the main sinews) but was tormented for an hour together. At which time, my brother came into the chamber and, kneeling down very reverently, asked blessing. Then came to me in a fright, asked me what ailed me to cry so grievously out. 'Oh', said I, 'dear brother, I am in greater torment than I could express'. All did amaze at this but thought it to be cold and he had pity on me, Lord God, help me, dear heart. And said he was in great haste to write to London to Mr Richard Darley to thank him for clearing his sequestration and the post would be gone. Asked if my mother would write. She said that I was so gravely ill she could not leave me but do it afterwards. So, he did again kneel down and ask blessing. She said, 'Son, you asked blessing but another you came in'. He said that he could not have too much of her prayers for him, and so reverently bid her good morrow and me farewell. And took horse to go to Richmond .",
atb-book-of-remembrances,div-102,103,"A Grateful Remembrance of what God Did for Me in Deliverance from a Miscarriage by a Fright and Sorrow for Nettleton's Bailiffs Distraining All I had, which was Delivered by a Deed in June 1661",
atb-book-of-remembrances,div-103,104,"It was my dear husband's misfortune to enter upon the assignment of Mr Norton of the Irish estate of my dear father, by the advice of his uncle Darley, as that he might have had more power to have all my mother's dues out of Ireland. For 19 years she lived after my father's death of £360 a year, but he did not demand it for her. But he did engage for my father's debts by the mitigation of some who did it to clear themselves. And by that means did involve his own estate to secure them which did prove fatal to ours. And though Sir John Lowther did offer my dear mother, in my hearing, to give her for my brother, Christopher, £1500 for her interest in Ireland. But my uncle Richard Darley would not let her accept of this motion. But said that he might have all her arrears, which came to the sum of £7000. But though she did make a deed of trust to trustees to me for my sake, and gave me all of it (except £130l due to my Lord Danby for a debt of my brother George Wandesford's wardship, which my uncle Osborne paid for him, that Sir Christopher Wandesford would not pay it until he was forced by suit, for which I was called on by my Lord Danby to give testimony). But as to my dear husband, he had entered into a statute to Mr Nettleton of £1000 to pay a debt of my father's which was but £500l a first but, being above 20 years due, did come to £1000. Which sum my dear husband did pay Nettleton all but £100l- which he was in dispute with him: for he had received it but would not give up his bond and statute without the payment of it. But I was so terrified at a suit that I told my dear husband it was best to borrow and pay it that we might get quit of him. But my dear husband would not, but said that he demanded it falsely and would not pay it. I said I had a friend that would lend him — meaning that my mother had given it me — but he would not do it: Mr Thornton was to go to London about it to quit him. And when we was new come to our house at Newton to live, he went to London about it and left me big with child of my seventh child (my son, Robert Thornton). And he went away before we were settled, though I had brought all my dear mother's goods to furnish the house before I came into it. Nor had the neighbours come to welcome us into our house, as is the custom of the country, before Mr Thornton went, though they did do it to me in his absence and was very kind to me. But, when he was gone to London, one day in the morning, I fell into a dream, being alone in bed, that Mr Nettleton's bailiff was come to distrain all my goods for that debt and put me into a great fright. When I wakened and that my maid, Jane Flower, came into my chamber and to bedside, asked me if I was awake, I asked her to tell me truly, whether was Nettleton's bailiffs come. She, being in a wonder, asked who had been here. I said none, for she locked me in. At last, she said they was there, but prayed me not to be frighted for they was civil. I said, 'Sir Wandesford should pay it'. But they would not go without the money; so it was much grief to me, though I had been lost if I had not had the dream beforehand. I bless the Lord, my God, for my delivery from death and miscarriage of my dear child. But I, by providence, had received £100l of my portion that week, and had that £58l was my dear mother's that I had in the house, which I paid to them and so they got £158l of me that time, which by God's mercy did stop their mouths and I was delivered from death then, though I was brought very low. Thus, did the great and gracious Father of mercies deliver me by giving me warning by a dream, which did prevent my greater destruction. Therefore, will I bless and praise the name of God forever, who watched over me in my sleep to keep me from that ruin. And I will praise the Lord for evermore. Amen.",
